0 0.3 509.930888
0 0.4 86.3926878
0 0.5 22.3970512
0 0.6 53.9306334
0 0.7 354.901227
90 0.3 518.86855
90 0.4 89.7982034
90 0.5 29.4609974
90 0.6 62.1815549
90 0.7 367.400142
180 0.3 536.586569
180 0.4 111.056341
180 0.5 53.9604967
180 0.6 88.1879433
180 0.7 394.558254
270 0.3 521.084486
270 0.4 101.574107
270 0.5 49.3619692
270 0.6 87.6307037
270 0.7 388.863349
